Step,msmarco_actor,msmarco_actor - avg_return_eval__MIN,msmarco_actor - avg_return_eval__MAX,msmarco,msmarco - avg_return_eval__MIN,msmarco - avg_return_eval__MAX
0,0.16444444444444445,0.16444444444444445,0.16444444444444445,0.16444444444444445,0.16444444444444445,0.16444444444444445
1,0.16444444444444445,0.16444444444444445,0.16444444444444445,0.16444444444444445,0.16444444444444445,0.16444444444444445
2,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.16444444444444445,0.16444444444444445,0.16444444444444445
3,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.1688888888888889,0.1688888888888889,0.1688888888888889
4,0.16444444444444445,0.16444444444444445,0.16444444444444445,0.16444444444444445,0.16444444444444445,0.16444444444444445
5,0.16444444444444445,0.16444444444444445,0.16444444444444445,0.16444444444444445,0.16444444444444445,0.16444444444444445
6,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.16,0.16,0.16
7,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.16,0.16,0.16
8,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.16,0.16,0.16
9,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.16,0.16,0.16
10,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.16,0.16,0.16
11,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.16,0.16,0.16
12,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.16444444444444445,0.16444444444444445,0.16444444444444445
13,0.18222222222222223,0.18222222222222223,0.18222222222222223,0.16444444444444445,0.16444444444444445,0.16444444444444445
14,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.1688888888888889,0.1688888888888889,0.1688888888888889
15,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.1688888888888889,0.1688888888888889,0.1688888888888889
16,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.1688888888888889,0.1688888888888889,0.1688888888888889
17,0.18222222222222223,0.18222222222222223,0.18222222222222223,0.1688888888888889,0.1688888888888889,0.1688888888888889
18,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.16444444444444445,0.16444444444444445,0.16444444444444445
19,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.17333333333333334
20,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.1688888888888889,0.1688888888888889,0.1688888888888889
21,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.17333333333333334
22,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.17333333333333334
23,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.17333333333333334
24,0.18222222222222223,0.18222222222222223,0.18222222222222223,0.17777777777777778,0.17777777777777778,0.17777777777777778
25,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778
26,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.1688888888888889,0.1688888888888889,0.1688888888888889
27,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.18222222222222223,0.18222222222222223,0.18222222222222223
28,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.19555555555555557,0.19555555555555557,0.19555555555555557
29,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.18222222222222223,0.18222222222222223,0.18222222222222223
30,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.18222222222222223,0.18222222222222223,0.18222222222222223
31,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.19555555555555557,0.19555555555555557,0.19555555555555557
32,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.18666666666666668,0.18666666666666668,0.18666666666666668
33,0.18666666666666668,0.18666666666666668,0.18666666666666668,0.20444444444444446,0.20444444444444446,0.20444444444444446
34,0.18666666666666668,0.18666666666666668,0.18666666666666668,0.20444444444444446,0.20444444444444446,0.20444444444444446
35,0.18666666666666668,0.18666666666666668,0.18666666666666668,0.2088888888888889,0.2088888888888889,0.2088888888888889
36,0.19555555555555557,0.19555555555555557,0.19555555555555557,0.21333333333333335,0.21333333333333335,0.21333333333333335
37,0.19111111111111112,0.19111111111111112,0.19111111111111112,0.2088888888888889,0.2088888888888889,0.2088888888888889
38,0.18666666666666668,0.18666666666666668,0.18666666666666668,0.19555555555555557,0.19555555555555557,0.19555555555555557
39,0.19111111111111112,0.19111111111111112,0.19111111111111112,0.2,0.2,0.2
40,0.21333333333333335,0.21333333333333335,0.21333333333333335,0.2222222222222222,0.2222222222222222,0.2222222222222222
41,0.21777777777777776,0.21777777777777776,0.21777777777777776,0.21333333333333335,0.21333333333333335,0.21333333333333335
42,0.20444444444444446,0.20444444444444446,0.20444444444444446,0.20444444444444446,0.20444444444444446,0.20444444444444446
43,0.2,0.2,0.2,0.2222222222222222,0.2222222222222222,0.2222222222222222
44,0.2088888888888889,0.2088888888888889,0.2088888888888889,0.21777777777777776,0.21777777777777776,0.21777777777777776
45,0.20444444444444446,0.20444444444444446,0.20444444444444446,0.2222222222222222,0.2222222222222222,0.2222222222222222
46,0.2,0.2,0.2,0.2222222222222222,0.2222222222222222,0.2222222222222222
47,0.21777777777777776,0.21777777777777776,0.21777777777777776,0.2222222222222222,0.2222222222222222,0.2222222222222222
48,0.21333333333333335,0.21333333333333335,0.21333333333333335,0.2222222222222222,0.2222222222222222,0.2222222222222222
49,0.22666666666666666,0.22666666666666666,0.22666666666666666,0.21777777777777776,0.21777777777777776,0.21777777777777776
50,0.2311111111111111,0.2311111111111111,0.2311111111111111,0.23555555555555555,0.23555555555555555,0.23555555555555555
51,0.21777777777777776,0.21777777777777776,0.21777777777777776,0.2222222222222222,0.2222222222222222,0.2222222222222222
52,0.21777777777777776,0.21777777777777776,0.21777777777777776,0.2311111111111111,0.2311111111111111,0.2311111111111111
53,0.22666666666666666,0.22666666666666666,0.22666666666666666,0.23555555555555555,0.23555555555555555,0.23555555555555555
54,0.24,0.24,0.24,0.24,0.24,0.24
55,0.22666666666666666,0.22666666666666666,0.22666666666666666,0.24888888888888888,0.24888888888888888,0.24888888888888888
56,0.2311111111111111,0.2311111111111111,0.2311111111111111,0.22666666666666666,0.22666666666666666,0.22666666666666666
57,0.22666666666666666,0.22666666666666666,0.22666666666666666,0.24,0.24,0.24
58,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2311111111111111,0.2311111111111111,0.2311111111111111
59,0.2311111111111111,0.2311111111111111,0.2311111111111111,0.22666666666666666,0.22666666666666666,0.22666666666666666
60,0.24,0.24,0.24,0.2577777777777778,0.2577777777777778,0.2577777777777778
61,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.24888888888888888,0.24888888888888888,0.24888888888888888
62,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.24888888888888888,0.24888888888888888,0.24888888888888888
63,0.22666666666666666,0.22666666666666666,0.22666666666666666,0.25333333333333335,0.25333333333333335,0.25333333333333335
64,0.22666666666666666,0.22666666666666666,0.22666666666666666,0.25333333333333335,0.25333333333333335,0.25333333333333335
65,0.22666666666666666,0.22666666666666666,0.22666666666666666,0.24444444444444444,0.24444444444444444,0.24444444444444444
66,0.24444444444444444,0.24444444444444444,0.24444444444444444,0.26666666666666666,0.26666666666666666,0.26666666666666666
67,0.24888888888888888,0.24888888888888888,0.24888888888888888,0.26222222222222225,0.26222222222222225,0.26222222222222225
68,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2577777777777778,0.2577777777777778,0.2577777777777778
69,0.21777777777777776,0.21777777777777776,0.21777777777777776,0.26666666666666666,0.26666666666666666,0.26666666666666666
70,0.21333333333333335,0.21333333333333335,0.21333333333333335,0.26222222222222225,0.26222222222222225,0.26222222222222225
71,0.24444444444444444,0.24444444444444444,0.24444444444444444,0.2577777777777778,0.2577777777777778,0.2577777777777778
72,0.23555555555555555,0.23555555555555555,0.23555555555555555,0.25333333333333335,0.25333333333333335,0.25333333333333335
73,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.25333333333333335,0.25333333333333335,0.25333333333333335
74,0.22666666666666666,0.22666666666666666,0.22666666666666666,0.25333333333333335,0.25333333333333335,0.25333333333333335
75,0.2311111111111111,0.2311111111111111,0.2311111111111111,0.25333333333333335,0.25333333333333335,0.25333333333333335
76,0.23555555555555555,0.23555555555555555,0.23555555555555555,0.25333333333333335,0.25333333333333335,0.25333333333333335
77,0.24444444444444444,0.24444444444444444,0.24444444444444444,0.2577777777777778,0.2577777777777778,0.2577777777777778
78,0.23555555555555555,0.23555555555555555,0.23555555555555555,0.26666666666666666,0.26666666666666666,0.26666666666666666
79,0.23555555555555555,0.23555555555555555,0.23555555555555555,0.2577777777777778,0.2577777777777778,0.2577777777777778
80,0.24,0.24,0.24,0.26666666666666666,0.26666666666666666,0.26666666666666666
81,0.23555555555555555,0.23555555555555555,0.23555555555555555,0.26666666666666666,0.26666666666666666,0.26666666666666666
82,0.24444444444444444,0.24444444444444444,0.24444444444444444,0.27111111111111114,0.27111111111111114,0.27111111111111114
83,0.2577777777777778,0.2577777777777778,0.2577777777777778,0.26222222222222225,0.26222222222222225,0.26222222222222225
84,0.2577777777777778,0.2577777777777778,0.2577777777777778,0.26666666666666666,0.26666666666666666,0.26666666666666666
85,0.23555555555555555,0.23555555555555555,0.23555555555555555,0.26666666666666666,0.26666666666666666,0.26666666666666666
86,0.23555555555555555,0.23555555555555555,0.23555555555555555,0.26666666666666666,0.26666666666666666,0.26666666666666666
87,0.22666666666666666,0.22666666666666666,0.22666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666
88,0.2311111111111111,0.2311111111111111,0.2311111111111111,0.26222222222222225,0.26222222222222225,0.26222222222222225
89,0.2311111111111111,0.2311111111111111,0.2311111111111111,0.2577777777777778,0.2577777777777778,0.2577777777777778
90,0.23555555555555555,0.23555555555555555,0.23555555555555555,0.2577777777777778,0.2577777777777778,0.2577777777777778
91,0.24,0.24,0.24,0.25333333333333335,0.25333333333333335,0.25333333333333335
92,0.2311111111111111,0.2311111111111111,0.2311111111111111,0.2577777777777778,0.2577777777777778,0.2577777777777778
93,0.2311111111111111,0.2311111111111111,0.2311111111111111,0.24444444444444444,0.24444444444444444,0.24444444444444444
94,0.25333333333333335,0.25333333333333335,0.25333333333333335,0.25333333333333335,0.25333333333333335,0.25333333333333335
95,0.24444444444444444,0.24444444444444444,0.24444444444444444,0.27111111111111114,0.27111111111111114,0.27111111111111114
96,0.2311111111111111,0.2311111111111111,0.2311111111111111,0.26222222222222225,0.26222222222222225,0.26222222222222225
97,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.26666666666666666,0.26666666666666666,0.26666666666666666
98,0.21777777777777776,0.21777777777777776,0.21777777777777776,0.24888888888888888,0.24888888888888888,0.24888888888888888
99,0.19555555555555557,0.19555555555555557,0.19555555555555557,0.25333333333333335,0.25333333333333335,0.25333333333333335