Step,r_msmarco_bm_50_5000_ff - accuracy,r_msmarco_bm_50_5000_ff - accuracy__MIN,r_msmarco_bm_50_5000_ff - accuracy__MAX,r_msmarco_bm_10_5000_ff - accuracy,r_msmarco_bm_10_5000_ff - accuracy__MIN,r_msmarco_bm_10_5000_ff - accuracy__MAX,r_msmarco_bm_5_5000_ff - accuracy,r_msmarco_bm_5_5000_ff - accuracy__MIN,r_msmarco_bm_5_5000_ff - accuracy__MAX,r_msmarco_bm_1_5000_ff - accuracy,r_msmarco_bm_1_5000_ff - accuracy__MIN,r_msmarco_bm_1_5000_ff - accuracy__MAX
0,0.20532319391634982,0.20532319391634982,0.20532319391634982,0.18250950570342206,0.18250950570342206,0.18250950570342206,0.1634980988593156,0.1634980988593156,0.1634980988593156,0.155893536121673,0.155893536121673,0.155893536121673
1,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.19391634980988592,0.19391634980988592,0.19391634980988592,0.18250950570342206,0.18250950570342206,0.18250950570342206,0.17110266159695817,0.17110266159695817,0.17110266159695817
2,0.23574144486692014,0.23574144486692014,0.23574144486692014,0.17870722433460076,0.17870722433460076,0.17870722433460076,0.1634980988593156,0.1634980988593156,0.1634980988593156,0.17110266159695817,0.17110266159695817,0.17110266159695817
3,0.22053231939163498,0.22053231939163498,0.22053231939163498,0.18250950570342206,0.18250950570342206,0.18250950570342206,0.16730038022813687,0.16730038022813687,0.16730038022813687,0.155893536121673,0.155893536121673,0.155893536121673
4,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.18250950570342206,0.18250950570342206,0.18250950570342206,0.17110266159695817,0.17110266159695817,0.17110266159695817,0.1596958174904943,0.1596958174904943,0.1596958174904943
5,0.22053231939163498,0.22053231939163498,0.22053231939163498,0.17490494296577946,0.17490494296577946,0.17490494296577946,0.1596958174904943,0.1596958174904943,0.1596958174904943,0.1596958174904943,0.1596958174904943,0.1596958174904943
6,0.20532319391634982,0.20532319391634982,0.20532319391634982,0.17490494296577946,0.17490494296577946,0.17490494296577946,0.1596958174904943,0.1596958174904943,0.1596958174904943,0.1520912547528517,0.1520912547528517,0.1520912547528517
7,0.20532319391634982,0.20532319391634982,0.20532319391634982,0.16730038022813687,0.16730038022813687,0.16730038022813687,0.1634980988593156,0.1634980988593156,0.1634980988593156,0.1596958174904943,0.1596958174904943,0.1596958174904943
8,0.21292775665399238,0.21292775665399238,0.21292775665399238,0.17870722433460076,0.17870722433460076,0.17870722433460076,0.17490494296577946,0.17490494296577946,0.17490494296577946,0.155893536121673,0.155893536121673,0.155893536121673
9,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.19391634980988592,0.19391634980988592,0.19391634980988592,0.17110266159695817,0.17110266159695817,0.17110266159695817,0.155893536121673,0.155893536121673,0.155893536121673
10,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.19391634980988592,0.19391634980988592,0.19391634980988592,0.17110266159695817,0.17110266159695817,0.17110266159695817,0.1596958174904943,0.1596958174904943,0.1596958174904943
11,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.19391634980988592,0.19391634980988592,0.19391634980988592,0.17490494296577946,0.17490494296577946,0.17490494296577946,0.155893536121673,0.155893536121673,0.155893536121673
12,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.19391634980988592,0.19391634980988592,0.19391634980988592,0.17870722433460076,0.17870722433460076,0.17870722433460076,0.1634980988593156,0.1634980988593156,0.1634980988593156
13,0.23574144486692014,0.23574144486692014,0.23574144486692014,0.18250950570342206,0.18250950570342206,0.18250950570342206,0.19771863117870722,0.19771863117870722,0.19771863117870722,0.18250950570342206,0.18250950570342206,0.18250950570342206
14,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.19771863117870722,0.19771863117870722,0.19771863117870722,0.20532319391634982,0.20532319391634982,0.20532319391634982,0.18631178707224336,0.18631178707224336,0.18631178707224336
15,0.23574144486692014,0.23574144486692014,0.23574144486692014,0.20152091254752852,0.20152091254752852,0.20152091254752852,0.20532319391634982,0.20532319391634982,0.20532319391634982,0.18631178707224336,0.18631178707224336,0.18631178707224336
16,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.19011406844106463,0.19011406844106463,0.19011406844106463,0.19771863117870722,0.19771863117870722,0.19771863117870722,0.17110266159695817,0.17110266159695817,0.17110266159695817
17,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.18631178707224336,0.18631178707224336,0.18631178707224336,0.20912547528517111,0.20912547528517111,0.20912547528517111,0.18250950570342206,0.18250950570342206,0.18250950570342206
18,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.19011406844106463,0.19011406844106463,0.19011406844106463,0.20912547528517111,0.20912547528517111,0.20912547528517111,0.17110266159695817,0.17110266159695817,0.17110266159695817
19,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.22433460076045628,0.22433460076045628,0.22433460076045628,0.20152091254752852,0.20152091254752852,0.20152091254752852,0.18250950570342206,0.18250950570342206,0.18250950570342206
20,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.21292775665399238,0.21292775665399238,0.21292775665399238,0.20532319391634982,0.20532319391634982,0.20532319391634982,0.17490494296577946,0.17490494296577946,0.17490494296577946
21,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22053231939163498,0.22053231939163498,0.22053231939163498,0.19391634980988592,0.19391634980988592,0.19391634980988592,0.18250950570342206,0.18250950570342206,0.18250950570342206
22,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.21673003802281368,0.21673003802281368,0.21673003802281368,0.20912547528517111,0.20912547528517111,0.20912547528517111,0.16730038022813687,0.16730038022813687,0.16730038022813687
23,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.22053231939163498,0.22053231939163498,0.22053231939163498,0.21673003802281368,0.21673003802281368,0.21673003802281368,0.18631178707224336,0.18631178707224336,0.18631178707224336
24,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.21673003802281368,0.21673003802281368,0.21673003802281368,0.21673003802281368,0.21673003802281368,0.21673003802281368,0.18631178707224336,0.18631178707224336,0.18631178707224336
25,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.20912547528517111,0.20912547528517111,0.20912547528517111,0.20912547528517111,0.20912547528517111,0.20912547528517111,0.17870722433460076,0.17870722433460076,0.17870722433460076
26,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.21292775665399238,0.21292775665399238,0.21292775665399238,0.18631178707224336,0.18631178707224336,0.18631178707224336
27,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.22433460076045628,0.22433460076045628,0.22433460076045628,0.20912547528517111,0.20912547528517111,0.20912547528517111,0.19391634980988592,0.19391634980988592,0.19391634980988592
28,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.22053231939163498,0.22053231939163498,0.22053231939163498,0.19011406844106463,0.19011406844106463,0.19011406844106463
29,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.21673003802281368,0.21673003802281368,0.21673003802281368,0.20152091254752852,0.20152091254752852,0.20152091254752852
30,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.19011406844106463,0.19011406844106463,0.19011406844106463
31,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.22053231939163498,0.22053231939163498,0.22053231939163498,0.22053231939163498,0.22053231939163498,0.22053231939163498,0.18631178707224336,0.18631178707224336,0.18631178707224336
32,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.22433460076045628,0.22433460076045628,0.22433460076045628,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.18250950570342206,0.18250950570342206,0.18250950570342206
33,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.22813688212927757,0.22813688212927757,0.22813688212927757,0.19771863117870722,0.19771863117870722,0.19771863117870722
34,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.21292775665399238,0.21292775665399238,0.21292775665399238
35,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.21292775665399238,0.21292775665399238,0.21292775665399238
36,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.22053231939163498,0.22053231939163498,0.22053231939163498,0.19011406844106463,0.19011406844106463,0.19011406844106463
37,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.23574144486692014,0.23574144486692014,0.23574144486692014,0.20912547528517111,0.20912547528517111,0.20912547528517111
38,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.23574144486692014,0.23574144486692014,0.23574144486692014,0.24714828897338403,0.24714828897338403,0.24714828897338403,0.23193916349809887,0.23193916349809887,0.23193916349809887
39,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.24334600760456274,0.24334600760456274,0.24334600760456274,0.24714828897338403,0.24714828897338403,0.24714828897338403,0.21292775665399238,0.21292775665399238,0.21292775665399238
40,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.22433460076045628,0.22433460076045628,0.22433460076045628
41,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.24714828897338403,0.24714828897338403,0.24714828897338403,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.22433460076045628,0.22433460076045628,0.22433460076045628
42,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.24334600760456274,0.24334600760456274,0.24334600760456274,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.22433460076045628,0.22433460076045628,0.22433460076045628
43,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.23574144486692014,0.23574144486692014,0.23574144486692014,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.23193916349809887,0.23193916349809887,0.23193916349809887
44,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.23574144486692014,0.23574144486692014,0.23574144486692014,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.21673003802281368,0.21673003802281368,0.21673003802281368
45,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.24714828897338403,0.24714828897338403,0.24714828897338403,0.24714828897338403,0.24714828897338403,0.24714828897338403,0.22053231939163498,0.22053231939163498,0.22053231939163498
46,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.22053231939163498,0.22053231939163498,0.22053231939163498
47,0.311787072243346,0.311787072243346,0.311787072243346,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.21292775665399238,0.21292775665399238,0.21292775665399238
48,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.24334600760456274,0.24334600760456274,0.24334600760456274,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.21673003802281368,0.21673003802281368,0.21673003802281368
49,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.24334600760456274,0.24334600760456274,0.24334600760456274,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.22433460076045628,0.22433460076045628,0.22433460076045628
50,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.23574144486692014,0.23574144486692014,0.23574144486692014,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.21292775665399238,0.21292775665399238,0.21292775665399238
51,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.24334600760456274,0.24334600760456274,0.24334600760456274,0.24334600760456274,0.24334600760456274,0.24334600760456274,0.21673003802281368,0.21673003802281368,0.21673003802281368
52,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.23574144486692014,0.23574144486692014,0.23574144486692014,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.22053231939163498,0.22053231939163498,0.22053231939163498
53,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.23193916349809887,0.23193916349809887,0.23193916349809887,0.23954372623574144,0.23954372623574144,0.23954372623574144,0.21673003802281368,0.21673003802281368,0.21673003802281368
54,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.23574144486692014,0.23574144486692014,0.23574144486692014,0.24334600760456274,0.24334600760456274,0.24334600760456274,0.22433460076045628,0.22433460076045628,0.22433460076045628
55,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.23574144486692014,0.23574144486692014,0.23574144486692014,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.22053231939163498,0.22053231939163498,0.22053231939163498
56,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.24334600760456274,0.24334600760456274,0.24334600760456274,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.21673003802281368,0.21673003802281368,0.21673003802281368
57,0.29277566539923955,0.29277566539923955,0.29277566539923955,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.24334600760456274,0.24334600760456274,0.24334600760456274,0.22813688212927757,0.22813688212927757,0.22813688212927757
58,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.22813688212927757,0.22813688212927757,0.22813688212927757
59,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.2585551330798479,0.2585551330798479,0.2585551330798479,0.20152091254752852,0.20152091254752852,0.20152091254752852
60,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.22053231939163498,0.22053231939163498,0.22053231939163498
61,0.33079847908745247,0.33079847908745247,0.33079847908745247,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.2509505703422053,0.2509505703422053,0.2509505703422053,0.22433460076045628,0.22433460076045628,0.22433460076045628
62,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.22053231939163498,0.22053231939163498,0.22053231939163498
63,0.311787072243346,0.311787072243346,0.311787072243346,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.21673003802281368,0.21673003802281368,0.21673003802281368
64,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.22053231939163498,0.22053231939163498,0.22053231939163498
65,0.2965779467680608,0.2965779467680608,0.2965779467680608,0.25475285171102663,0.25475285171102663,0.25475285171102663,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.23193916349809887,0.23193916349809887,0.23193916349809887
66,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.22813688212927757,0.22813688212927757,0.22813688212927757
67,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.23574144486692014,0.23574144486692014,0.23574144486692014
68,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.23193916349809887,0.23193916349809887,0.23193916349809887
69,0.311787072243346,0.311787072243346,0.311787072243346,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.24714828897338403,0.24714828897338403,0.24714828897338403
70,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.24714828897338403,0.24714828897338403,0.24714828897338403
71,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.24334600760456274,0.24334600760456274,0.24334600760456274
72,0.30798479087452474,0.30798479087452474,0.30798479087452474,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.24334600760456274,0.24334600760456274,0.24334600760456274
73,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.23954372623574144,0.23954372623574144,0.23954372623574144
74,0.33460076045627374,0.33460076045627374,0.33460076045627374,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.23574144486692014,0.23574144486692014,0.23574144486692014
75,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.24334600760456274,0.24334600760456274,0.24334600760456274
76,0.3155893536121673,0.3155893536121673,0.3155893536121673,0.2661596958174905,0.2661596958174905,0.2661596958174905,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.25475285171102663,0.25475285171102663,0.25475285171102663
77,0.30038022813688214,0.30038022813688214,0.30038022813688214,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.24714828897338403,0.24714828897338403,0.24714828897338403
78,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.24714828897338403,0.24714828897338403,0.24714828897338403
79,0.33079847908745247,0.33079847908745247,0.33079847908745247,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.2661596958174905,0.2661596958174905,0.2661596958174905
80,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.27756653992395436
81,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.25475285171102663,0.25475285171102663,0.25475285171102663
82,0.3231939163498099,0.3231939163498099,0.3231939163498099,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2623574144486692,0.2623574144486692,0.2623574144486692,0.23954372623574144,0.23954372623574144,0.23954372623574144
83,0.33079847908745247,0.33079847908745247,0.33079847908745247,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.23954372623574144,0.23954372623574144,0.23954372623574144
84,0.33840304182509506,0.33840304182509506,0.33840304182509506,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.24714828897338403,0.24714828897338403,0.24714828897338403
85,0.34220532319391633,0.34220532319391633,0.34220532319391633,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.25475285171102663,0.25475285171102663,0.25475285171102663
86,0.33460076045627374,0.33460076045627374,0.33460076045627374,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.2509505703422053,0.2509505703422053,0.2509505703422053
87,0.33079847908745247,0.33079847908745247,0.33079847908745247,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2623574144486692,0.2623574144486692,0.2623574144486692
88,0.33460076045627374,0.33460076045627374,0.33460076045627374,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2623574144486692,0.2623574144486692,0.2623574144486692
89,0.33840304182509506,0.33840304182509506,0.33840304182509506,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2585551330798479,0.2585551330798479,0.2585551330798479
90,0.33460076045627374,0.33460076045627374,0.33460076045627374,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.2509505703422053,0.2509505703422053,0.2509505703422053
91,0.33840304182509506,0.33840304182509506,0.33840304182509506,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.24714828897338403,0.24714828897338403,0.24714828897338403
92,0.33460076045627374,0.33460076045627374,0.33460076045627374,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.25475285171102663,0.25475285171102663,0.25475285171102663
93,0.33840304182509506,0.33840304182509506,0.33840304182509506,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.27756653992395436,0.27756653992395436,0.27756653992395436,0.2509505703422053,0.2509505703422053,0.2509505703422053
94,0.33079847908745247,0.33079847908745247,0.33079847908745247,0.28517110266159695,0.28517110266159695,0.28517110266159695,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.24334600760456274,0.24334600760456274,0.24334600760456274
95,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.26996197718631176,0.26996197718631176,0.26996197718631176,0.2585551330798479,0.2585551330798479,0.2585551330798479
96,0.3193916349809886,0.3193916349809886,0.3193916349809886,0.2813688212927757,0.2813688212927757,0.2813688212927757,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2585551330798479,0.2585551330798479,0.2585551330798479
97,0.3269961977186312,0.3269961977186312,0.3269961977186312,0.2889733840304182,0.2889733840304182,0.2889733840304182,0.2737642585551331,0.2737642585551331,0.2737642585551331,0.2623574144486692,0.2623574144486692,0.2623574144486692
